STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs,Total_Crimes
TAMIL NADU_TIRUPPUR,2002,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2003,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2004,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2005,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2006,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2007,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2008,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU_TIRUPPUR,2009,0,0,0,0,0,0,0,45,0,0,45
TAMIL NADU_TIRUPPUR,2010,0,0,0,0,0,0,0,34,0,0,34
TAMIL NADU_VELLORE,2001,0,0,0,0,0,0,0,12,0,0,12
TAMIL NADU_VELLORE,2002,0,3,0,0,0,0,0,12,0,0,15
TAMIL NADU_VELLORE,2003,0,1,0,0,0,0,0,2,0,0,3
TAMIL NADU_VELLORE,2004,0,0,0,0,0,0,0,17,0,0,17
TAMIL NADU_VELLORE,2005,1,0,0,0,0,0,0,22,0,0,23
TAMIL NADU_VELLORE,2006,0,0,0,0,0,0,0,19,0,0,19
TAMIL NADU_VELLORE,2007,0,0,0,0,0,0,0,41,0,0,41
TAMIL NADU_VELLORE,2008,0,0,0,0,0,0,0,19,0,0,19
TAMIL NADU_VELLORE,2009,0,0,0,0,0,0,0,30,0,0,30
TAMIL NADU_VELLORE,2010,0,0,0,0,0,0,0,27,0,0,27
TAMIL NADU_VILLUPURAM,2001,3,0,0,0,0,1,25,3,0,0,32
TAMIL NADU_VILLUPURAM,2002,2,7,0,0,0,0,10,4,0,35,58
TAMIL NADU_VILLUPURAM,2003,1,3,0,0,0,0,5,0,0,48,57
TAMIL NADU_VILLUPURAM,2004,1,2,1,0,0,0,25,5,0,32,66
TAMIL NADU_VILLUPURAM,2005,1,3,0,0,0,0,2,60,0,0,66
TAMIL NADU_VILLUPURAM,2006,1,3,0,0,0,2,19,0,0,20,45
TAMIL NADU_VILLUPURAM,2007,1,5,0,0,0,1,42,0,0,29,78
TAMIL NADU_VILLUPURAM,2008,2,2,0,0,0,1,35,0,0,43,83
TAMIL NADU_VILLUPURAM,2009,1,3,0,0,0,1,12,49,0,0,66
TAMIL NADU_VILLUPURAM,2010,0,0,0,0,0,0,0,103,0,0,103
TAMIL NADU_VIRUDHUNAGAR,2001,2,0,0,0,0,0,0,32,0,14,48
TAMIL NADU_VIRUDHUNAGAR,2002,1,0,0,0,0,0,0,35,0,34,70
TAMIL NADU_VIRUDHUNAGAR,2003,2,1,0,0,1,0,12,29,0,29,74
TAMIL NADU_VIRUDHUNAGAR,2004,1,2,0,0,0,0,4,23,0,0,30
TAMIL NADU_VIRUDHUNAGAR,2005,0,1,0,0,0,0,5,18,0,37,61
TAMIL NADU_VIRUDHUNAGAR,2006,1,2,0,0,0,0,7,7,0,26,43
TAMIL NADU_VIRUDHUNAGAR,2007,1,2,2,0,0,0,9,21,0,17,52
TAMIL NADU_VIRUDHUNAGAR,2008,2,0,1,0,0,0,18,66,0,9,96
TAMIL NADU_VIRUDHUNAGAR,2009,5,0,1,0,0,0,0,63,0,0,69
TAMIL NADU_VIRUDHUNAGAR,2010,7,0,0,0,0,0,13,63,0,16,99
TRIPURA_DHALAI,2001,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2002,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2003,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2005,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2006,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2007,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2008,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2009,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_DHALAI,2010,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2001,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2002,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2005,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2006,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2007,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2008,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2009,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_G.R.P.,2010,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_NORTH,2001,0,0,0,0,0,0,0,1,0,1,2
TRIPURA_NORTH,2002,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_NORTH,2003,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_NORTH,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_NORTH,2005,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_NORTH,2006,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_NORTH,2007,0,0,0,0,0,0,0,0,0,1,1
TRIPURA_NORTH,2008,0,0,0,0,0,0,1,0,0,0,1
TRIPURA_NORTH,2009,0,0,0,0,0,0,0,2,0,2,4
TRIPURA_NORTH,2010,0,0,0,0,0,0,1,0,0,0,1
TRIPURA_SOUTH,2001,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_SOUTH,2002,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_SOUTH,2003,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_SOUTH,2004,0,1,0,0,0,0,0,0,0,0,1
TRIPURA_SOUTH,2005,0,5,0,0,0,0,14,1,0,18,38
TRIPURA_SOUTH,2006,0,0,0,0,0,0,1,0,0,13,14
TRIPURA_SOUTH,2007,0,1,1,0,0,0,0,0,0,5,7
TRIPURA_SOUTH,2008,1,2,0,0,0,0,0,0,0,0,3
TRIPURA_SOUTH,2009,0,0,1,0,0,0,0,1,0,0,2
TRIPURA_SOUTH,2010,0,0,0,0,0,0,1,1,0,7,9
TRIPURA_WEST,2001,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2002,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2003,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2004,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2005,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2006,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2007,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2008,0,0,0,0,0,0,0,0,0,0,0
TRIPURA_WEST,2009,0,0,0,0,0,0,0,0,0,1,1
TRIPURA_WEST,2010,0,0,0,0,0,0,0,0,0,1,1
UTTAR PRADESH_AGRA,2001,11,15,8,2,2,2,18,215,0,103,376
UTTAR PRADESH_AGRA,2002,10,9,10,1,1,0,16,46,0,126,219
UTTAR PRADESH_AGRA,2003,12,9,6,0,1,0,5,84,0,51,168
UTTAR PRADESH_AGRA,2004,6,4,3,0,0,1,13,18,0,44,89
UTTAR PRADESH_AGRA,2005,4,3,6,0,1,1,10,39,0,81,145
UTTAR PRADESH_AGRA,2006,5,5,10,0,0,1,3,46,0,37,107
UTTAR PRADESH_AGRA,2007,7,3,7,0,0,0,9,25,0,79,130
UTTAR PRADESH_AGRA,2008,5,4,6,0,0,3,8,36,0,92,154
UTTAR PRADESH_AGRA,2009,6,9,7,0,0,2,7,36,0,63,130
UTTAR PRADESH_AGRA,2010,5,2,9,0,0,0,3,38,0,72,129
UTTAR PRADESH_ALIGARH,2001,8,12,9,2,0,3,8,1,0,131,174
UTTAR PRADESH_ALIGARH,2002,5,5,5,0,1,1,3,0,48,67,135
UTTAR PRADESH_ALIGARH,2003,5,4,3,0,1,1,7,63,12,32,128
UTTAR PRADESH_ALIGARH,2004,8,9,6,0,0,1,3,19,7,54,107
UTTAR PRADESH_ALIGARH,2005,8,14,6,0,3,1,12,14,0,73,131
UTTAR PRADESH_ALIGARH,2006,6,11,8,0,2,3,7,12,0,55,104
UTTAR PRADESH_ALIGARH,2007,12,15,8,0,2,0,3,32,0,99,171
UTTAR PRADESH_ALIGARH,2008,5,13,10,0,0,0,0,24,0,101,153
UTTAR PRADESH_ALIGARH,2009,8,8,12,0,0,3,14,0,0,140,185
UTTAR PRADESH_ALIGARH,2010,5,12,15,0,0,2,6,30,0,97,167
UTTAR PRADESH_ALLAHABAD,2001,6,9,6,0,4,7,36,268,0,109,445
UTTAR PRADESH_ALLAHABAD,2002,7,8,7,0,0,2,21,238,0,193,476
UTTAR PRADESH_ALLAHABAD,2003,2,9,4,0,0,0,8,82,0,59,164
UTTAR PRADESH_ALLAHABAD,2004,8,6,4,0,0,2,12,20,0,72,124
UTTAR PRADESH_ALLAHABAD,2005,8,1,3,0,0,0,1,20,0,11,44
UTTAR PRADESH_ALLAHABAD,2006,12,6,1,0,0,0,19,0,0,56,94
UTTAR PRADESH_ALLAHABAD,2007,6,7,4,0,0,1,14,0,0,80,112
UTTAR PRADESH_ALLAHABAD,2008,8,15,8,0,0,1,17,0,0,106,155
UTTAR PRADESH_ALLAHABAD,2009,5,12,6,0,0,2,19,0,0,120,164
UTTAR PRADESH_ALLAHABAD,2010,8,9,3,0,0,4,14,0,0,74,112
UTTAR PRADESH_AMBEDKAR NAGAR,2001,2,2,2,0,0,0,6,82,0,7,101
UTTAR PRADESH_AMBEDKAR NAGAR,2002,3,2,1,0,0,2,10,38,0,7,63
UTTAR PRADESH_AMBEDKAR NAGAR,2003,2,1,0,0,0,0,0,5,0,1,9
UTTAR PRADESH_AMBEDKAR NAGAR,2004,1,2,0,0,0,0,2,14,0,1,20
UTTAR PRADESH_AMBEDKAR NAGAR,2005,2,1,0,0,0,0,0,24,0,11,38
UTTAR PRADESH_AMBEDKAR NAGAR,2006,0,1,1,0,1,0,4,31,0,6,44
UTTAR PRADESH_AMBEDKAR NAGAR,2007,1,3,0,0,0,0,1,48,0,6,59
UTTAR PRADESH_AMBEDKAR NAGAR,2008,5,6,2,0,0,1,0,35,2,17,68
UTTAR PRADESH_AMBEDKAR NAGAR,2009,1,3,5,0,0,0,0,21,0,13,43
UTTAR PRADESH_AMBEDKAR NAGAR,2010,2,6,3,0,0,0,5,41,0,10,67
UTTAR PRADESH_AURAIYA,2001,1,2,2,0,0,1,17,1,0,57,81
UTTAR PRADESH_AURAIYA,2002,1,2,1,1,0,3,20,0,0,28,56
UTTAR PRADESH_AURAIYA,2003,4,1,1,1,0,0,3,0,0,6,16
UTTAR PRADESH_AURAIYA,2004,3,0,1,0,0,1,2,0,0,10,17
UTTAR PRADESH_AURAIYA,2005,3,3,0,0,0,1,11,0,0,16,34
UTTAR PRADESH_AURAIYA,2006,2,1,3,0,0,0,14,0,0,37,57
UTTAR PRADESH_AURAIYA,2007,2,0,0,0,0,0,10,0,1,53,66
UTTAR PRADESH_AURAIYA,2008,3,4,2,0,1,2,4,0,0,37,53
UTTAR PRADESH_AURAIYA,2009,5,1,1,0,0,0,6,0,0,50,63
UTTAR PRADESH_AURAIYA,2010,1,1,1,0,0,1,1,0,0,33,38
UTTAR PRADESH_AZAMGARH,2001,8,1,2,1,4,2,9,5,0,87,119
UTTAR PRADESH_AZAMGARH,2002,9,2,1,0,3,5,9,1,0,65,95
UTTAR PRADESH_AZAMGARH,2003,6,3,0,0,0,0,0,14,0,47,70
UTTAR PRADESH_AZAMGARH,2004,4,5,0,0,0,3,1,0,0,21,34
UTTAR PRADESH_AZAMGARH,2005,5,1,1,1,1,5,15,0,0,53,82
UTTAR PRADESH_AZAMGARH,2006,4,3,1,0,0,0,4,0,0,22,34
UTTAR PRADESH_AZAMGARH,2007,4,5,0,0,0,0,1,0,0,21,31
UTTAR PRADESH_AZAMGARH,2008,1,4,0,0,0,0,5,54,0,54,118
UTTAR PRADESH_AZAMGARH,2009,2,6,0,0,0,2,6,0,0,104,120
UTTAR PRADESH_AZAMGARH,2010,4,10,6,0,0,2,10,0,0,64,96
UTTAR PRADESH_BADAUN,2001,9,7,2,0,3,5,7,126,0,1,160
UTTAR PRADESH_BADAUN,2002,5,2,2,0,0,0,3,38,2,0,52
UTTAR PRADESH_BADAUN,2003,8,6,1,0,0,0,0,19,0,1,35
UTTAR PRADESH_BADAUN,2004,14,1,0,0,0,0,0,20,0,5,40
UTTAR PRADESH_BADAUN,2005,10,9,1,0,0,0,0,21,0,1,42
UTTAR PRADESH_BADAUN,2006,6,3,3,0,0,1,3,37,0,4,57
UTTAR PRADESH_BADAUN,2007,7,2,3,0,0,1,2,23,0,6,44
UTTAR PRADESH_BADAUN,2008,4,4,1,0,0,0,0,4,0,4,17
UTTAR PRADESH_BADAUN,2009,4,1,1,0,0,2,2,8,0,23,41
UTTAR PRADESH_BADAUN,2010,1,1,1,0,0,0,0,0,0,11,14
UTTAR PRADESH_BAGHPAT,2001,1,1,0,0,1,0,1,22,0,3,29
UTTAR PRADESH_BAGHPAT,2002,2,3,0,0,0,2,1,13,0,3,24
UTTAR PRADESH_BAGHPAT,2003,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_BAGHPAT,2004,1,1,0,0,0,0,0,0,0,0,2
UTTAR PRADESH_BAGHPAT,2005,0,1,3,0,0,0,0,2,0,3,9
UTTAR PRADESH_BAGHPAT,2006,3,0,3,0,0,0,0,0,0,6,12
UTTAR PRADESH_BAGHPAT,2007,4,1,2,0,0,0,0,0,0,7,14
UTTAR PRADESH_BAGHPAT,2008,1,0,2,0,0,0,1,0,0,9,13
UTTAR PRADESH_BAGHPAT,2009,2,0,2,0,0,0,0,0,0,15,19
UTTAR PRADESH_BAGHPAT,2010,0,2,0,0,0,0,0,0,0,5,7
UTTAR PRADESH_BAHRAICH,2001,1,1,0,0,0,1,0,56,0,0,59
UTTAR PRADESH_BAHRAICH,2002,2,1,1,0,0,0,0,32,0,0,36
UTTAR PRADESH_BAHRAICH,2003,1,0,1,0,0,0,0,6,0,5,13
UTTAR PRADESH_BAHRAICH,2004,3,4,0,0,0,0,0,17,0,13,37
UTTAR PRADESH_BAHRAICH,2005,3,4,0,0,0,0,0,43,0,2,52
UTTAR PRADESH_BAHRAICH,2006,4,2,1,0,0,1,0,58,0,54,120
UTTAR PRADESH_BAHRAICH,2007,2,4,5,0,0,1,1,63,0,1,77
UTTAR PRADESH_BAHRAICH,2008,3,3,2,0,0,1,0,105,0,0,114
UTTAR PRADESH_BAHRAICH,2009,2,5,2,0,0,0,0,167,0,0,176
UTTAR PRADESH_BAHRAICH,2010,3,4,0,0,0,0,0,0,0,245,252
UTTAR PRADESH_BALLIA,2001,4,1,0,0,0,2,9,35,2,24,77
UTTAR PRADESH_BALLIA,2002,2,1,0,0,0,4,9,14,19,14,63
UTTAR PRADESH_BALLIA,2003,0,0,0,0,0,0,1,3,0,5,9
UTTAR PRADESH_BALLIA,2004,1,3,1,1,0,2,6,6,2,14,36
UTTAR PRADESH_BALLIA,2005,2,2,0,0,0,1,2,9,9,8,33
UTTAR PRADESH_BALLIA,2006,2,1,0,0,0,0,4,12,0,10,29
UTTAR PRADESH_BALLIA,2007,1,2,0,1,0,0,6,8,0,12,30
UTTAR PRADESH_BALLIA,2008,1,2,0,0,0,1,6,33,0,43,86
UTTAR PRADESH_BALLIA,2009,0,0,3,0,0,2,4,29,0,30,68
UTTAR PRADESH_BALLIA,2010,0,3,1,0,0,2,11,8,0,32,57
UTTAR PRADESH_BALRAMPUR,2001,3,3,0,0,0,4,2,28,0,21,61
UTTAR PRADESH_BALRAMPUR,2002,1,2,0,0,0,0,2,24,0,22,51
UTTAR PRADESH_BALRAMPUR,2003,3,0,0,0,0,0,0,1,0,1,5
UTTAR PRADESH_BALRAMPUR,2004,0,2,0,0,0,0,2,2,0,2,8
UTTAR PRADESH_BALRAMPUR,2005,0,0,0,0,0,0,3,1,0,0,4
UTTAR PRADESH_BALRAMPUR,2006,0,0,0,0,0,0,3,15,0,1,19
UTTAR PRADESH_BALRAMPUR,2007,2,2,0,0,0,1,1,44,0,11,61
UTTAR PRADESH_BALRAMPUR,2008,1,2,0,0,0,0,1,22,0,10,36
UTTAR PRADESH_BALRAMPUR,2009,1,1,1,0,0,0,3,45,0,9,60
UTTAR PRADESH_BALRAMPUR,2010,1,0,2,0,0,0,0,0,0,33,36
UTTAR PRADESH_BANDA,2001,6,9,2,0,1,4,7,106,0,31,166
UTTAR PRADESH_BANDA,2002,6,5,0,0,1,1,13,66,0,40,132
UTTAR PRADESH_BANDA,2003,3,4,0,0,0,0,3,29,0,43,82
UTTAR PRADESH_BANDA,2004,6,5,0,0,2,0,10,25,0,41,89
UTTAR PRADESH_BANDA,2005,4,8,0,0,0,1,2,37,0,29,81
UTTAR PRADESH_BANDA,2006,4,5,2,0,1,2,6,49,0,37,106
UTTAR PRADESH_BANDA,2007,4,4,1,0,0,1,5,63,0,50,128
UTTAR PRADESH_BANDA,2008,5,8,1,0,0,2,6,122,0,93,237
UTTAR PRADESH_BANDA,2009,0,6,0,0,0,0,6,30,0,68,110
UTTAR PRADESH_BANDA,2010,2,9,4,0,0,1,5,31,0,56,108
UTTAR PRADESH_BARABANKI,2001,4,9,2,0,2,10,13,194,0,175,409
UTTAR PRADESH_BARABANKI,2002,3,9,1,0,0,3,13,128,0,119,276
UTTAR PRADESH_BARABANKI,2003,6,2,0,0,1,1,9,47,0,12,78
UTTAR PRADESH_BARABANKI,2004,5,7,1,0,1,2,6,65,0,138,225
UTTAR PRADESH_BARABANKI,2005,24,4,8,4,11,1,47,107,0,116,322
UTTAR PRADESH_BARABANKI,2006,5,7,0,0,0,2,2,2,0,132,150
UTTAR PRADESH_BARABANKI,2007,1,4,0,0,0,0,0,162,0,162,329
UTTAR PRADESH_BARABANKI,2008,4,1,0,0,0,0,0,193,0,0,198
UTTAR PRADESH_BARABANKI,2009,1,3,0,0,0,0,0,0,0,172,176
UTTAR PRADESH_BARABANKI,2010,2,6,0,0,0,1,2,0,0,128,139
UTTAR PRADESH_BAREILLY,2001,13,16,0,2,4,3,16,207,0,12,273
UTTAR PRADESH_BAREILLY,2002,14,6,6,0,2,3,3,40,0,11,85
UTTAR PRADESH_BAREILLY,2003,7,7,0,2,1,0,7,20,5,13,62
UTTAR PRADESH_BAREILLY,2004,7,6,2,1,0,0,6,32,0,6,60
UTTAR PRADESH_BAREILLY,2005,10,4,6,0,1,2,7,69,0,39,138
UTTAR PRADESH_BAREILLY,2006,11,2,3,0,0,1,3,38,0,11,69
UTTAR PRADESH_BAREILLY,2007,7,8,2,0,0,0,0,34,0,19,70
UTTAR PRADESH_BAREILLY,2008,4,5,6,0,0,0,2,202,0,25,244
UTTAR PRADESH_BAREILLY,2009,11,4,4,0,0,2,0,74,0,22,117
UTTAR PRADESH_BAREILLY,2010,5,9,3,0,0,0,0,54,0,27,98
UTTAR PRADESH_BASTI,2001,3,8,0,0,0,2,1,158,0,0,172
UTTAR PRADESH_BASTI,2002,5,4,3,0,0,2,2,101,0,0,117
UTTAR PRADESH_BASTI,2003,1,1,0,0,0,0,0,22,0,23,47
UTTAR PRADESH_BASTI,2004,0,0,1,0,0,1,1,47,0,1,51
UTTAR PRADESH_BASTI,2005,0,1,0,0,0,0,4,51,0,46,102
UTTAR PRADESH_BASTI,2006,2,5,0,0,0,0,0,55,0,1,63
UTTAR PRADESH_BASTI,2007,2,0,0,0,0,0,0,80,0,0,82
UTTAR PRADESH_BASTI,2008,2,1,0,0,0,0,0,59,0,0,62
UTTAR PRADESH_BASTI,2009,1,1,0,0,0,0,0,34,0,32,68
UTTAR PRADESH_BASTI,2010,1,2,0,0,0,0,0,0,0,29,32
UTTAR PRADESH_BIJNOR,2001,8,5,5,0,0,2,13,13,0,57,103
UTTAR PRADESH_BIJNOR,2002,11,3,6,0,0,0,6,18,0,37,81
UTTAR PRADESH_BIJNOR,2003,7,4,2,0,0,0,1,4,0,10,28
UTTAR PRADESH_BIJNOR,2004,3,2,2,0,0,0,8,0,0,13,28
UTTAR PRADESH_BIJNOR,2005,3,1,3,0,0,0,8,3,0,16,34
UTTAR PRADESH_BIJNOR,2006,5,5,1,0,0,0,15,16,0,21,63
UTTAR PRADESH_BIJNOR,2007,7,7,3,0,0,0,9,5,0,23,54
UTTAR PRADESH_BIJNOR,2008,10,7,6,0,0,0,8,31,0,31,93
UTTAR PRADESH_BIJNOR,2009,1,0,4,0,0,0,13,0,0,57,75
UTTAR PRADESH_BIJNOR,2010,2,3,2,0,0,0,2,0,0,57,66
UTTAR PRADESH_BULANDSHAHAR,2001,14,4,5,0,2,1,7,132,0,95,260
UTTAR PRADESH_BULANDSHAHAR,2002,6,6,6,0,3,0,10,6,0,51,88
UTTAR PRADESH_BULANDSHAHAR,2003,5,1,1,0,0,0,4,9,0,0,20
UTTAR PRADESH_BULANDSHAHAR,2004,7,7,3,0,0,0,2,0,0,20,39
UTTAR PRADESH_BULANDSHAHAR,2005,9,4,3,0,1,1,8,0,0,29,55
UTTAR PRADESH_BULANDSHAHAR,2006,5,6,2,0,0,0,6,0,0,28,47
UTTAR PRADESH_BULANDSHAHAR,2007,4,9,5,0,0,1,7,0,0,49,75
UTTAR PRADESH_BULANDSHAHAR,2008,4,5,5,0,0,0,7,0,0,31,52
UTTAR PRADESH_BULANDSHAHAR,2009,7,7,4,0,0,1,7,0,0,38,64
UTTAR PRADESH_BULANDSHAHAR,2010,6,5,9,0,0,1,9,0,0,47,77
UTTAR PRADESH_CHANDOLI,2001,1,1,0,0,0,0,1,48,9,0,60
UTTAR PRADESH_CHANDOLI,2002,4,2,0,0,0,2,4,36,0,28,76
UTTAR PRADESH_CHANDOLI,2003,2,1,0,0,0,0,0,7,0,7,17
UTTAR PRADESH_CHANDOLI,2004,1,1,0,0,0,0,5,5,12,0,24
UTTAR PRADESH_CHANDOLI,2005,2,0,0,0,0,0,3,7,0,2,14
UTTAR PRADESH_CHANDOLI,2006,2,1,1,0,0,0,2,33,0,0,39
UTTAR PRADESH_CHANDOLI,2007,0,2,0,0,1,0,1,38,0,0,42
UTTAR PRADESH_CHANDOLI,2008,3,1,0,0,0,0,1,49,0,0,54
UTTAR PRADESH_CHANDOLI,2009,0,1,0,0,0,0,1,25,0,0,27
UTTAR PRADESH_CHANDOLI,2010,1,2,0,0,0,0,0,9,0,0,12
UTTAR PRADESH_CHITRAKOOT DHAM,2001,4,1,0,0,0,0,0,39,0,0,44
UTTAR PRADESH_CHITRAKOOT DHAM,2002,2,2,1,0,0,1,0,29,0,36,71
UTTAR PRADESH_CHITRAKOOT DHAM,2003,4,6,1,0,0,0,2,14,0,1,28
UTTAR PRADESH_CHITRAKOOT DHAM,2004,0,8,0,0,0,0,1,22,0,16,47
UTTAR PRADESH_CHITRAKOOT DHAM,2005,1,3,0,0,0,1,3,31,0,23,62
UTTAR PRADESH_CHITRAKOOT DHAM,2006,3,2,0,0,0,0,1,29,0,3,38
UTTAR PRADESH_CHITRAKOOT DHAM,2007,2,6,0,0,0,0,1,29,0,9,47
UTTAR PRADESH_CHITRAKOOT DHAM,2008,1,9,0,0,1,1,2,33,0,2,49
UTTAR PRADESH_CHITRAKOOT DHAM,2009,2,5,2,0,0,0,1,43,1,2,56
UTTAR PRADESH_CHITRAKOOT DHAM,2010,1,5,0,0,0,0,1,38,0,3,48
UTTAR PRADESH_CSM NAGAR,2001,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2002,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2003,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2004,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2005,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2006,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2007,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2008,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2009,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH_CSM NAGAR,2010,1,8,0,0,0,0,1,30,0,1,41
UTTAR PRADESH_DEORIA,2001,2,0,3,0,0,4,25,58,0,16,108
UTTAR PRADESH_DEORIA,2002,0,0,0,0,0,1,14,31,0,34,80
UTTAR PRADESH_DEORIA,2003,0,1,0,0,0,1,2,3,0,8,15
UTTAR PRADESH_DEORIA,2004,4,2,0,0,0,2,2,10,0,16,36
UTTAR PRADESH_DEORIA,2005,2,1,0,0,0,0,10,29,0,16,58
UTTAR PRADESH_DEORIA,2006,0,1,1,0,0,0,0,24,0,30,56
UTTAR PRADESH_DEORIA,2007,2,0,1,0,0,0,0,52,0,6,61
UTTAR PRADESH_DEORIA,2008,0,4,2,0,0,0,0,47,0,9,62
UTTAR PRADESH_DEORIA,2009,0,2,2,0,0,0,1,43,0,17,65
UTTAR PRADESH_DEORIA,2010,1,3,0,0,0,0,0,0,0,35,39
UTTAR PRADESH_ETAH,2001,14,8,5,1,2,5,24,0,0,116,175
UTTAR PRADESH_ETAH,2002,10,6,3,1,3,1,17,18,0,67,126
UTTAR PRADESH_ETAH,2003,10,4,3,0,0,0,7,4,11,9,48
UTTAR PRADESH_ETAH,2004,5,4,0,0,0,0,6,2,0,14,31
UTTAR PRADESH_ETAH,2005,2,1,1,0,0,0,8,5,0,20,37
UTTAR PRADESH_ETAH,2006,11,1,0,0,0,1,9,3,0,19,44
UTTAR PRADESH_ETAH,2007,7,2,8,0,2,2,12,13,0,109,155
UTTAR PRADESH_ETAH,2008,2,2,5,0,0,0,20,6,0,76,111
UTTAR PRADESH_ETAH,2009,0,2,1,0,0,0,10,5,0,41,59
UTTAR PRADESH_ETAH,2010,4,0,2,0,0,0,7,8,0,21,42
UTTAR PRADESH_ETAWAH,2001,5,3,11,0,4,1,18,6,0,70,118
UTTAR PRADESH_ETAWAH,2002,2,3,1,0,1,1,9,27,0,41,85
UTTAR PRADESH_ETAWAH,2003,1,1,1,0,0,0,0,6,0,3,12
UTTAR PRADESH_ETAWAH,2004,1,2,0,0,0,1,1,8,0,3,16
UTTAR PRADESH_ETAWAH,2005,3,6,2,0,0,0,2,15,0,2,30
UTTAR PRADESH_ETAWAH,2006,7,2,4,0,0,0,3,4,0,8,28
UTTAR PRADESH_ETAWAH,2007,1,3,10,0,1,1,12,11,0,37,76
UTTAR PRADESH_ETAWAH,2008,8,7,5,1,0,2,26,25,0,104,178
UTTAR PRADESH_ETAWAH,2009,3,1,3,0,0,0,4,7,0,73,91
UTTAR PRADESH_ETAWAH,2010,2,2,0,0,0,0,1,0,0,52,57
UTTAR PRADESH_FAIZABAD,2001,8,6,0,0,0,5,11,52,0,73,155
UTTAR PRADESH_FAIZABAD,2002,5,4,0,0,0,1,7,35,0,24,76
UTTAR PRADESH_FAIZABAD,2003,3,3,0,0,0,0,0,2,0,2,10
UTTAR PRADESH_FAIZABAD,2004,0,1,0,0,0,0,0,26,0,0,27
UTTAR PRADESH_FAIZABAD,2005,4,0,0,0,0,0,0,55,0,0,59
UTTAR PRADESH_FAIZABAD,2006,2,2,0,0,0,0,1,59,0,0,64
