STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against STs,Total_Crimes
UTTAR PRADESH_BIJNOR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BIJNOR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BIJNOR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BIJNOR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BIJNOR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BIJNOR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BIJNOR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_BULANDSHAHAR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHANDOLI,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2001,0,0,0.0,0,0,0,0,18,0,10,28.0
UTTAR PRADESH_CHITRAKOOT DHAM,2002,2,0,0.0,0,0,0,0,7,0,0,9.0
UTTAR PRADESH_CHITRAKOOT DHAM,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CHITRAKOOT DHAM,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_CSM NAGAR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_DEORIA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAH,2009,1,0,0.0,0,0,0,0,0,0,0,1.0
UTTAR PRADESH_ETAH,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_ETAWAH,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FAIZABAD,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2001,0,0,0.0,0,0,0,0,0,0,18,18.0
UTTAR PRADESH_FATEHGARH,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHGARH,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2001,0,0,0.0,0,0,0,0,0,0,5,5.0
UTTAR PRADESH_FATEHPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FATEHPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2001,0,0,0.0,0,0,0,0,0,0,5,5.0
UTTAR PRADESH_FIROZABAD,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_FIROZABAD,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_G.R.P.,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GAUTAMBUDH NAGAR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2001,0,0,0.0,0,0,0,0,0,0,5,5.0
UTTAR PRADESH_GHAZIABAD,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIABAD,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GHAZIPUR,2009,0,0,0.0,0,0,0,0,2,0,0,2.0
UTTAR PRADESH_GHAZIPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2001,0,0,0.0,0,0,1,0,0,0,0,1.0
UTTAR PRADESH_GONDA,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GONDA,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_GORAKHPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2001,0,0,0.0,0,0,0,0,0,0,11,11.0
UTTAR PRADESH_HAMIRPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HAMIRPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HARDOI,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_HATHRAS,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_J.P.NAGAR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JALAUN,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JAUNPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2001,0,0,0.0,0,0,0,0,0,0,15,15.0
UTTAR PRADESH_JHANSI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_JHANSI,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANNAUJ,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2002,0,0,0.0,0,0,0,0,0,0,16,16.0
UTTAR PRADESH_KANPUR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANPUR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KANSHIRAM NAGAR,2010,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2001,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2002,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2003,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2004,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2005,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2006,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2007,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2008,0,0,0.0,0,0,0,0,0,0,0,0.0
UTTAR PRADESH_KAUSHAMBI,2009,0,0,0.0,0,0,0,0,0,0,0,0.0
