STATE_DISTRICT,Year,Murder,Rape,Kidnapping and Abduction,Foeticide,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Buying of girls for prostitution,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total_Crimes
KARNATAKA_K.G.F.,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2007,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KARNATAKA_K.G.F.,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_K.G.F.,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KODAGU,2001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KARNATAKA_KODAGU,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
KARNATAKA_KODAGU,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0
KARNATAKA_KODAGU,2004,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,11.0
KARNATAKA_KODAGU,2005,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0
KARNATAKA_KODAGU,2006,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0
KARNATAKA_KODAGU,2007,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,11.0
KARNATAKA_KODAGU,2008,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0
KARNATAKA_KODAGU,2009,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0
KARNATAKA_KODAGU,2010,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,31.0
KARNATAKA_KOLAR,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOLAR,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
KARNATAKA_KOLAR,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOLAR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOLAR,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOLAR,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
KARNATAKA_KOLAR,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOLAR,2008,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0
KARNATAKA_KOLAR,2009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0
KARNATAKA_KOLAR,2010,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
KARNATAKA_KOPPAL,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_KOPPAL,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
KARNATAKA_MANDYA,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MANDYA,2008,2.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,22.0
KARNATAKA_MANDYA,2009,1.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
KARNATAKA_MANDYA,2010,3.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0
KARNATAKA_MYSORE,2001,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
KARNATAKA_MYSORE,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MYSORE,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_MYSORE,2004,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
KARNATAKA_MYSORE,2005,4.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
KARNATAKA_MYSORE,2006,9.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
KARNATAKA_MYSORE,2007,14.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
KARNATAKA_MYSORE,2008,4.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
KARNATAKA_MYSORE,2009,8.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
KARNATAKA_MYSORE,2010,8.0,29.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0
KARNATAKA_RAICHUR,2001,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,10.0
KARNATAKA_RAICHUR,2002,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0
KARNATAKA_RAICHUR,2003,1.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0
KARNATAKA_RAICHUR,2004,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
KARNATAKA_RAICHUR,2005,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
KARNATAKA_RAICHUR,2006,7.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22.0
KARNATAKA_RAICHUR,2007,3.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
KARNATAKA_RAICHUR,2008,13.0,10.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,41.0
KARNATAKA_RAICHUR,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
KARNATAKA_RAICHUR,2010,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0
KARNATAKA_RAILWAYS,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAILWAYS,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAILWAYS,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAILWAYS,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAILWAYS,2005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KARNATAKA_RAILWAYS,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAILWAYS,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAILWAYS,2008,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0
KARNATAKA_RAILWAYS,2009,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
KARNATAKA_RAILWAYS,2010,2.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0
KARNATAKA_RAMANAGAR,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2008,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KARNATAKA_RAMANAGAR,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_RAMANAGAR,2010,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
KARNATAKA_SHIMOGA,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_SHIMOGA,2002,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0
KARNATAKA_SHIMOGA,2003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
KARNATAKA_SHIMOGA,2004,8.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0
KARNATAKA_SHIMOGA,2005,4.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,18.0
KARNATAKA_SHIMOGA,2006,9.0,9.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0
KARNATAKA_SHIMOGA,2007,2.0,12.0,8.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,30.0
KARNATAKA_SHIMOGA,2008,5.0,10.0,12.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,30.0
KARNATAKA_SHIMOGA,2009,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0
KARNATAKA_SHIMOGA,2010,5.0,9.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,34.0
KARNATAKA_TUMKUR,2001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
KARNATAKA_TUMKUR,2002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
KARNATAKA_TUMKUR,2003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0
KARNATAKA_TUMKUR,2004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0
KARNATAKA_TUMKUR,2005,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0
KARNATAKA_TUMKUR,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
KARNATAKA_TUMKUR,2007,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
KARNATAKA_TUMKUR,2008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
KARNATAKA_TUMKUR,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
KARNATAKA_TUMKUR,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
KARNATAKA_UDUPI,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UDUPI,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
KARNATAKA_UDUPI,2003,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
KARNATAKA_UDUPI,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
KARNATAKA_UDUPI,2005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0
KARNATAKA_UDUPI,2006,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,11.0
KARNATAKA_UDUPI,2007,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0
KARNATAKA_UDUPI,2008,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
KARNATAKA_UDUPI,2009,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
KARNATAKA_UDUPI,2010,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,7.0
KARNATAKA_UTTAR KANNADA,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
KARNATAKA_UTTAR KANNADA,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
KARNATAKA_UTTAR KANNADA,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_UTTAR KANNADA,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KARNATAKA_YADGIRI,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_ALAPUZHA,2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KERALA_ALAPUZHA,2002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KERALA_ALAPUZHA,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_ALAPUZHA,2004,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KERALA_ALAPUZHA,2005,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
KERALA_ALAPUZHA,2006,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
KERALA_ALAPUZHA,2007,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
KERALA_ALAPUZHA,2008,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,18.0
KERALA_ALAPUZHA,2009,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0
KERALA_ALAPUZHA,2010,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,25.0
KERALA_CBCID,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_CBCID,2002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
KERALA_CBCID,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_CBCID,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_CBCID,2005,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
KERALA_CBCID,2006,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
KERALA_CBCID,2007,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KERALA_CBCID,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_CBCID,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_CBCID,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KERALA_ERNAKULAM,2001,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
KERALA_ERNAKULAM,2002,5.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,14.0
KERALA_ERNAKULAM,2003,2.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,15.0
KERALA_ERNAKULAM,2004,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
KERALA_ERNAKULAM,2005,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0
KERALA_ERNAKULAM,2006,1.0,13.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,39.0
KERALA_ERNAKULAM,2007,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,36.0
KERALA_ERNAKULAM,2008,6.0,17.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,43.0
KERALA_ERNAKULAM,2009,2.0,16.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,10.0,36.0
KERALA_ERNAKULAM,2010,3.0,21.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,41.0
KERALA_IDUKKI,2001,9.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
KERALA_IDUKKI,2002,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0
KERALA_IDUKKI,2003,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
KERALA_IDUKKI,2004,2.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.0
KERALA_IDUKKI,2005,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0
KERALA_IDUKKI,2006,2.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0
KERALA_IDUKKI,2007,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0
KERALA_IDUKKI,2008,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
KERALA_IDUKKI,2009,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
KERALA_IDUKKI,2010,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0
KERALA_KANNUR,2001,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0
KERALA_KANNUR,2002,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0
KERALA_KANNUR,2003,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
KERALA_KANNUR,2004,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
KERALA_KANNUR,2005,2.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,20.0
KERALA_KANNUR,2006,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,25.0
KERALA_KANNUR,2007,1.0,7.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,28.0
KERALA_KANNUR,2008,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0
KERALA_KANNUR,2009,0.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,22.0
KERALA_KANNUR,2010,4.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,21.0
KERALA_KASARGOD,2001,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
KERALA_KASARGOD,2002,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0
KERALA_KASARGOD,2003,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
KERALA_KASARGOD,2004,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0
KERALA_KASARGOD,2005,2.0,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,29.0
KERALA_KASARGOD,2006,2.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,34.0
KERALA_KASARGOD,2007,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,27.0
KERALA_KASARGOD,2008,1.0,14.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,32.0
KERALA_KASARGOD,2009,3.0,29.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,73.0
KERALA_KASARGOD,2010,2.0,8.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,29.0,43.0
KERALA_KOLLAM,2001,12.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,43.0
KERALA_KOLLAM,2002,6.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,47.0
KERALA_KOLLAM,2003,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0
KERALA_KOLLAM,2004,5.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,36.0
KERALA_KOLLAM,2005,5.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0
KERALA_KOLLAM,2006,2.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,90.0
KERALA_KOLLAM,2007,6.0,25.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,69.0
KERALA_KOLLAM,2008,2.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,71.0
KERALA_KOLLAM,2009,4.0,29.0,12.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,31.0,81.0
KERALA_KOLLAM,2010,4.0,32.0,28.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,25.0,93.0
KERALA_KOTTAYAM,2001,3.0,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0
KERALA_KOTTAYAM,2002,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
